(18, 1, 1, 20, 20);ה;י;י;נ;ד;א;ר;מ;א;ה;כ;ה;י;ד;ב;ע;ן;ו;ז;ח;(18, 1, 1, 1, 1)
(18, 1, 1, 40, 40);ת;א;מ;ו;נ;ע;מ;ש;ה;ע;ו;מ;ש;ם;ו;ד;א;ל;ה;ו;(18, 1, 1, 21, 21)
(18, 1, 1, 60, 60);ו;מ;ו;ק;ח;ל;ש;ם;י;ו;ג;ב;ר;י;צ;ו;ה;ו;ה;י;(18, 1, 1, 41, 41)
(18, 1, 2, 4, 80);ק;ה;נ;ה;ה;מ;ח;ל;מ;ל;ה;י;ל;ע;ה;מ;ו;ק;נ;ו;(18, 1, 1, 61, 61)
(18, 1, 2, 24, 100);מ;ה;ת;א;י;ו;ז;ב;ם;י;ו;ג;ב;ך;י;ת;ת;נ;ן;ט;(18, 1, 2, 5, 81)
(18, 1, 3, 18, 120);ח;ב;י;נ;כ;ש;ך;א;י;ש;ה;ך;ב;ל;ן;ו;ד;ז;ד;א;(18, 1, 2, 25, 101)
(18, 1, 3, 38, 140);ב;ל;ב;ר;מ;א;ו;ת;ב;ש;ם;ו;ר;מ;ע;ל;ס;י;ו;ג;(18, 1, 3, 19, 121)
(18, 1, 4, 8, 160);כ;ה;י;ב;ג;ת;ם;א;ץ;ר;א;י;נ;ד;ר;ו;י;י;מ;ו;(18, 1, 3, 39, 141)
(18, 1, 4, 28, 180);נ;ק;ם;י;ש;ם;י;ב;כ;ו;כ;ן;י;ב;ם;א;ו;ר;ש;נ;(18, 1, 4, 9, 161)
(18, 1, 5, 3, 200);ג;ם;א;ה;ו;ה;י;ם;א;נ;ך;ד;י;ר;ו;א;ם;ש;מ;ך;(18, 1, 4, 29, 181)
(18, 1, 5, 23, 220);ה;ל;י;ל;י;ד;ד;ו;ש;ם;א;ך;ל;ו;א;ב;ם;י;ב;נ;(18, 1, 5, 4, 201)
(18, 1, 5, 43, 240);י;ד;ו;ב;נ;ג;י;א;ו;ל;ה;ה;ת;י;מ;ד;נ;ך;י;א;(18, 1, 5, 24, 221)
(18, 1, 5, 63, 260);א;ש;י;א;ו;ל;ה;ך;ל;ו;א;ב;ם;י;ר;צ;ב;ם;א;ם;(18, 1, 5, 44, 241)
(18, 1, 6, 12, 280);נ;ו;ש;ע;ו;ש;פ;ח;נ;ך;י;א;ת;ו;ל;ל;ע;ו;ר;י;(18, 1, 5, 64, 261)
(18, 1, 7, 11, 300);ו;ח;ל;ש;ל;ו;ב;ג;ה;ד;ע;ו;י;נ;פ;צ;מ;ו;ע;ב;(18, 1, 6, 13, 281)
(18, 1, 7, 31, 320);כ;י;ך;ו;א;י;ש;ה;ך;ת;י;ר;ב;י;ש;נ;א;ל;כ;ך;(18, 1, 7, 12, 301)
(18, 1, 7, 51, 340);מ;י;ש;י;ך;מ;ח;ל;ך;מ;ל;ש;י;ש;נ;א;ך;ל;ו;ל;(18, 1, 7, 32, 321)
(18, 1, 7, 71, 360);ו;ב;ה;נ;ו;ב;ת;ן;י;א;ך;י;ת;ח;ת;ר;ו;ז;מ;ו;(18, 1, 7, 52, 341)
(18, 1, 8, 20, 380);ו;ה;ו;ה;י;ם;א;נ;א;ו;ה;ה;ם;ו;י;ב;א;ו;ל;ה;(18, 1, 8, 1, 361)
(18, 1, 8, 40, 400);ו;ב;ת;ו;ם;ו;ד;א;מ;ם;י;מ;כ;ח;י;ת;ד;ב;א;ה;(18, 1, 8, 21, 381)
(18, 1, 9, 12, 420);י;ת;ך;י;ר;ו;ב;ג;ו;ת;ח;ו;ו;ש;ע;ר;ה;מ;ה;נ;(18, 1, 8, 41, 401)
