(n, d, k);[Gematria of ELS];ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(232737, 5, 5);[8, 10, 300, 40, 5];המשיח;61343;(4, 26, 38, 11, 61343);משפחת;4;(4, 26, 38, 55, 232737);בני בנימן למשפחתם לבלע משפחת הבלעי לאשבל משפחת האשבלי לאחירם משפחת האחירמי
(33237, 10, 5);[8, 10, 300, 40, 5];המשיח;8860;(1, 25, 9, 14, 8860);החתי;2;(1, 25, 9, 52, 33237);ויקברו אתו יצחק וישמעאל בניו אל מערת המכפלה אל שדה עפרן בן צחר החתי אשר על פני ממרא
(48531, 10, 5);[8, 10, 300, 40, 5];המשיח;12925;(1, 33, 7, 5, 12925);וישתחוו;5;(1, 33, 7, 20, 48531);ותגש גם לאה וילדיה וישתחוו ואחר נגש יוסף ורחל וישתחוו
(14781, 19, 5);[8, 10, 300, 40, 5];המשיח;3960;(1, 12, 12, 12, 3960);יחיו;2;(1, 12, 12, 45, 14781);והיה כי יראו אתך המצרים ואמרו אשתו זאת והרגו אתי ואתך יחיו
(199439, 21, 5);[8, 10, 300, 40, 5];המשיח;52589;(4, 7, 24, 8, 52589);חלן;1;(4, 7, 24, 31, 199439);ביום השלישי נשיא לבני זבולן אליאב בן חלן
(173028, 28, 5);[8, 10, 300, 40, 5];המשיח;45794;(3, 20, 21, 6, 45794);אחיו;2;(3, 20, 21, 17, 173028);ואיש אשר יקח את אשת אחיו נדה הוא ערות אחיו גלה ערירים יהיו
(223715, 28, 5);[8, 10, 300, 40, 5];המשיח;58987;(4, 21, 5, 12, 58987);לחם;2;(4, 21, 5, 51, 223715);וידבר העם באלהים ובמשה למה העליתנו ממצרים למות במדבר כי אין לחם ואין מים ונפשנו קצה בלחם הקלקל
(124487, 30, 5);[8, 10, 300, 40, 5];המשיח;32829;(2, 30, 31, 7, 32829);משחת;3;(2, 30, 31, 25, 124487);ואל בני ישראל תדבר לאמר שמן משחת קדש יהיה זה לי לדרתיכם
(114043, 31, 5);[8, 10, 300, 40, 5];המשיח;30183;(2, 25, 17, 6, 30183);וחצי;2;(2, 25, 17, 23, 114043);ועשית כפרת זהב טהור אמתים וחצי ארכה ואמה וחצי רחבה
(175809, 31, 5);[8, 10, 300, 40, 5];המשיח;46566;(3, 22, 25, 7, 46566);לחם;2;(3, 22, 25, 21, 175809);ומיד בן נכר לא תקריבו את לחם אלהיכם מכל אלה כי משחתם בהם מום בם לא ירצו לכם
(161724, 41, 5);[8, 10, 300, 40, 5];המשיח;42728;(3, 14, 9, 18, 42728);יגלח;4;(3, 14, 9, 63, 161724);והיה ביום השביעי יגלח את כל שערו את ראשו ואת זקנו ואת גבת עיניו ואת כל שערו יגלח וכבס את בגדיו ורחץ את בשרו במים וטהר
(217939, 44, 5);[8, 10, 300, 40, 5];המשיח;57444;(4, 17, 15, 6, 57444);פתח;3;(4, 17, 15, 18, 217939);וישב אהרן אל משה אל פתח אהל מועד והמגפה נעצרה
(133633, 47, 5);[8, 10, 300, 40, 5];המשיח;35268;(2, 36, 15, 10, 35268);האחת;3;(2, 36, 15, 43, 133633);ארך היריעה האחת שלשים באמה וארבע אמות רחב היריעה האחת מדה אחת לעשתי עשרה יריעת
(109596, 48, 5);[8, 10, 300, 40, 5];המשיח;28983;(2, 21, 36, 5, 28983);נגח;3;(2, 21, 36, 14, 109596);או נודע כי שור נגח הוא מתמול שלשם ולא ישמרנו בעליו שלם ישלם שור תחת השור והמת יהיה לו
(201595, 53, 5);[8, 10, 300, 40, 5];המשיח;53151;(4, 7, 75, 6, 53151);אחד;2;(4, 7, 75, 15, 201595);פר אחד בן בקר איל אחד כבש אחד בן שנתו לעלה
(47749, 61, 5);[8, 10, 300, 40, 5];המשיח;12716;(1, 32, 24, 1, 12716);ויקחם;4;(1, 32, 24, 4, 47749);ויקחם ויעברם את הנחל ויעבר את אשר לו
(11178, 66, 5);[8, 10, 300, 40, 5];המשיח;3009;(1, 9, 19, 4, 3009);נח;2;(1, 9, 19, 12, 11178);שלשה אלה בני נח ומאלה נפצה כל הארץ
(122100, 66, 5);[8, 10, 300, 40, 5];המשיח;32208;(2, 29, 28, 4, 32208);לחק;2;(2, 29, 28, 17, 122100);והיה לאהרן ולבניו לחק עולם מאת בני ישראל כי תרומה הוא ותרומה יהיה מאת בני ישראל מזבחי שלמיהם תרומתם ליהוה
